Algorithm,Heuristic/Depth Limit,Depth,Nodes Generated,Effective Branching Factor
A*,Manhattan,28,5304,1.3583808616259272
A*,Misplaced Titles,28,77633,1.4950114304886755
IDS,N/A,28,2447,1.321364521181753
A*,Manhattan,21,1200,1.4016115846440533
A*,Misplaced Titles,21,7845,1.5326987635268807
IDS,N/A,23,17707,1.5300370800862146
A*,Manhattan,25,4800,1.4036203286950304
A*,Misplaced Titles,25,36336,1.5219959075519363
IDS,N/A,31,32388,1.397964883792495
A*,Manhattan,19,247,1.3363844653630497
A*,Misplaced Titles,19,3196,1.5291602069448742
IDS,N/A,21,13280,1.5716026971885886
A*,Manhattan,26,1327,1.3185919501850116
A*,Misplaced Titles,26,44124,1.5088335813735305
IDS,N/A,30,57226,1.440742761666592
A*,Manhattan,15,133,1.385447615088327
A*,Misplaced Titles,15,532,1.5195935522872221
IDS,N/A,23,20424,1.539562861486424
A*,Manhattan,24,1910,1.3699657940889232
A*,Misplaced Titles,24,19344,1.5087111332488952
IDS,N/A,36,11527,1.2966580260675404
A*,Manhattan,18,250,1.3589982246050791
A*,Misplaced Titles,18,2166,1.5321961207937558
IDS,N/A,20,1869,1.457405704447806
A*,Manhattan,15,147,1.3947225488588755
A*,Misplaced Titles,15,567,1.5260620902145556
IDS,N/A,17,1251,1.5212185283506232
A*,Manhattan,25,5649,1.4127940688314486
A*,Misplaced Titles,25,40640,1.5288263098748094
IDS,N/A,33,31859,1.3691832577908603
A*,Manhattan,14,128,1.414213562373095
A*,Misplaced Titles,14,285,1.497428385503936
IDS,N/A,14,678,1.593054715363555
A*,Manhattan,19,218,1.3276287775357296
A*,Misplaced Titles,19,2399,1.5062474644252757
IDS,N/A,23,21539,1.5431250106461736
A*,Manhattan,23,1012,1.3510145376225007
A*,Misplaced Titles,23,16746,1.526329535263737
IDS,N/A,23,18538,1.5330910603031662
A*,Manhattan,24,3381,1.4029543784449081
A*,Misplaced Titles,24,20822,1.5133467035531167
IDS,N/A,34,63259,1.3842338972129686
A*,Manhattan,27,4185,1.361873812726538
A*,Misplaced Titles,27,73151,1.5141060897799659
IDS,N/A,37,24552,1.3141683289955846
A*,Manhattan,19,653,1.4065440092791117
A*,Misplaced Titles,19,3508,1.536675203684392
IDS,N/A,27,23203,1.4510648431072026
A*,Manhattan,23,973,1.348708049696021
A*,Misplaced Titles,23,18453,1.5327847579448335
IDS,N/A,35,88999,1.3848763655919458
A*,Manhattan,20,657,1.3831786235523564
A*,Misplaced Titles,20,6196,1.5474106104709366
IDS,N/A,24,11579,1.4767930071973367
A*,Manhattan,18,98,1.2901008782136127
A*,Misplaced Titles,18,1747,1.5140052586239756
IDS,N/A,36,20634,1.317800110466323
A*,Manhattan,21,515,1.346274679002053
A*,Misplaced Titles,21,7577,1.5301639503556623
IDS,N/A,21,15363,1.5825447570765496
A*,Manhattan,23,1977,1.3909279617045474
A*,Misplaced Titles,23,16636,1.5258922446531986
IDS,N/A,23,13226,1.5107497960005116
A*,Manhattan,22,1004,1.369122921899632
A*,Misplaced Titles,22,10079,1.520454821873525
IDS,N/A,32,20578,1.3639355491747656
A*,Manhattan,21,839,1.3779287449404214
A*,Misplaced Titles,21,7710,1.5314323874779006
IDS,N/A,23,17256,1.5283217310775108
A*,Manhattan,28,10005,1.389520300813072
A*,Misplaced Titles,26,44997,1.509970972176414
IDS,N/A,34,13316,1.3222242298288769
A*,Manhattan,22,285,1.2929563317132804
A*,Misplaced Titles,22,12864,1.537410417799773
IDS,N/A,32,22913,1.3685244506136631
A*,Manhattan,22,807,1.355597050448877
A*,Misplaced Titles,22,10506,1.5233251381182515
IDS,N/A,24,28690,1.5336941916836517
A*,Manhattan,22,694,1.346333658070022
A*,Misplaced Titles,22,9206,1.5142062837545662
IDS,N/A,26,8501,1.4162289315453775
A*,Manhattan,20,545,1.3703131491373242
A*,Misplaced Titles,20,4282,1.519085901641641
IDS,N/A,32,7622,1.322253284579989
A*,Manhattan,20,1019,1.413867492049214
A*,Misplaced Titles,20,4530,1.5233682861391011
IDS,N/A,20,9727,1.5827012515780852
A*,Manhattan,26,4418,1.3810232460839167
A*,Misplaced Titles,26,45511,1.5106307548877362
IDS,N/A,34,3742,1.2737707966849339
A*,Manhattan,28,9608,1.387512462674287
A*,Misplaced Titles,28,86429,1.5007531632856965
IDS,N/A,40,14019,1.2696029588749982
A*,Manhattan,25,3259,1.3820487879598362
A*,Misplaced Titles,25,35464,1.5205178004786593
IDS,N/A,27,17842,1.4370135778970208
A*,Manhattan,21,646,1.3608823956744978
A*,Misplaced Titles,21,7564,1.530038832350848
IDS,N/A,27,2816,1.3420360195865177
A*,Manhattan,22,1278,1.3842226391268215
A*,Misplaced Titles,22,12075,1.5329935391814826
IDS,N/A,24,17219,1.5014135474763237
A*,Manhattan,23,2096,1.394467241729121
A*,Misplaced Titles,23,17821,1.5304640529628746
IDS,N/A,35,26705,1.3380553344423975
A*,Manhattan,22,1380,1.389062466954654
A*,Misplaced Titles,22,9463,1.516102568977769
IDS,N/A,28,74206,1.4926027958767443
A*,Manhattan,20,521,1.3672309664304718
A*,Misplaced Titles,20,4077,1.5153642439918178
IDS,N/A,28,22892,1.4312087760217416
A*,Manhattan,24,3286,1.4012893294879702
A*,Misplaced Titles,24,20870,1.5134919035887193
IDS,N/A,32,25731,1.373494013268051
A*,Manhattan,18,562,1.4215532371142658
A*,Misplaced Titles,18,2149,1.5315255460933617
IDS,N/A,18,8528,1.6534093892581072
A*,Manhattan,22,1425,1.391089975824416
A*,Misplaced Titles,22,10527,1.5234634112664078
IDS,N/A,32,28600,1.3780387772020897
A*,Manhattan,26,2085,1.3417077407159488
A*,Misplaced Titles,26,41775,1.5056622298991948
IDS,N/A,36,53371,1.3530505969628035
A*,Manhattan,16,188,1.3871865381670445
A*,Misplaced Titles,16,794,1.5178846930837075
IDS,N/A,22,3845,1.4552909674653203
A*,Manhattan,26,4831,1.3857782228072577
A*,Misplaced Titles,26,43638,1.5081909829014937
IDS,N/A,28,11986,1.39851438657044
A*,Manhattan,18,159,1.3252561864490262
A*,Misplaced Titles,18,1858,1.5191954483221513
IDS,N/A,22,8944,1.512220361516233
A*,Manhattan,24,2430,1.383779613452332
A*,Misplaced Titles,24,21113,1.5142221026231555
IDS,N/A,32,83506,1.424963294498255
A*,Manhattan,18,258,1.3613784528654467
A*,Misplaced Titles,18,1784,1.5157690923123248
IDS,N/A,22,5148,1.474724320997952
A*,Manhattan,23,1875,1.3877281663315912
A*,Misplaced Titles,23,17681,1.5299393321379957
IDS,N/A,33,26311,1.3612677515552658
A*,Manhattan,24,1753,1.3650783531142041
A*,Misplaced Titles,24,19034,1.5076958961320381
IDS,N/A,36,67718,1.3620285956511529
A*,Manhattan,19,269,1.3423992441383337
A*,Misplaced Titles,19,2469,1.5085292712674192
IDS,N/A,19,26208,1.7082410405000799
A*,Manhattan,28,9539,1.3871553517003297
A*,Misplaced Titles,28,84652,1.499640096056272
IDS,N/A,38,62283,1.337111484615239
A*,Manhattan,22,1161,1.378194636494338
A*,Misplaced Titles,22,9683,1.517687193975065
IDS,N/A,26,19035,1.4608249836295732
A*,Manhattan,21,628,1.3590523113706778
A*,Misplaced Titles,21,8406,1.5377481345150075
IDS,N/A,27,17537,1.4360961889886972
A*,Manhattan,12,45,1.3733072394983359
A*,Misplaced Titles,12,126,1.4963420436860062
IDS,N/A,12,1398,1.8286289777209181
A*,Manhattan,25,3838,1.3911187326499557
A*,Misplaced Titles,25,39100,1.5264657711341014
IDS,N/A,27,18048,1.4376246858880959
A*,Manhattan,27,4109,1.3609497160020203
A*,Misplaced Titles,27,74476,1.5151130879087944
IDS,N/A,31,6499,1.3273793271594756
A*,Manhattan,28,8453,1.3811803409276413
A*,Misplaced Titles,28,78397,1.4955344057533995
IDS,N/A,36,32197,1.3341881980500376
A*,Manhattan,23,2211,1.3977094512281136
A*,Misplaced Titles,23,16977,1.5272389717816865
IDS,N/A,33,36778,1.3751534249086215
A*,Manhattan,24,3946,1.412016846959453
A*,Misplaced Titles,24,21122,1.514248992091077
IDS,N/A,30,8786,1.3535045081717296
A*,Manhattan,22,674,1.344545333816088
A*,Misplaced Titles,22,10718,1.5247090874711726
IDS,N/A,26,11236,1.4315046360726176
A*,Manhattan,22,613,1.3387600646861015
A*,Misplaced Titles,22,11123,1.5272818087517053
IDS,N/A,28,33724,1.4511493445940062
A*,Manhattan,26,5537,1.393067297031399
A*,Misplaced Titles,26,47523,1.5131462896376517
IDS,N/A,34,28170,1.35168683441112
A*,Manhattan,19,645,1.40563176816713
A*,Misplaced Titles,19,3842,1.5440484143319708
IDS,N/A,25,5087,1.4068845796049447
A*,Manhattan,25,2675,1.3711752055163895
A*,Misplaced Titles,25,38270,1.5251562489470138
IDS,N/A,31,51999,1.4194786692766168
A*,Manhattan,17,237,1.379402723658759
A*,Misplaced Titles,17,1217,1.5187548613633326
IDS,N/A,17,3180,1.6070342200995826
A*,Manhattan,24,2134,1.3763105342279731
A*,Misplaced Titles,24,20198,1.5114293404682064
IDS,N/A,26,7892,1.4121857038579206
A*,Manhattan,18,755,1.445060206463945
A*,Misplaced Titles,18,2393,1.5407033923690114
IDS,N/A,18,9437,1.6627390965284456
A*,Manhattan,24,4273,1.4167086226508425
A*,Misplaced Titles,24,23699,1.521529641874246
IDS,N/A,34,19120,1.3363681435748107
A*,Manhattan,22,1020,1.370107214777889
A*,Misplaced Titles,22,9304,1.5149352721159381
IDS,N/A,22,7110,1.4965284650587016
A*,Manhattan,23,1150,1.3585443453544197
A*,Misplaced Titles,23,18691,1.5336390346396198
IDS,N/A,35,32524,1.3456128101363987
A*,Manhattan,24,1492,1.3559396724684705
A*,Misplaced Titles,24,19477,1.5091419310400305
IDS,N/A,32,33761,1.3852015798062693
A*,Manhattan,22,1074,1.3733237220197008
A*,Misplaced Titles,22,12212,1.5337798790593002
IDS,N/A,38,53171,1.3315573123428306
A*,Manhattan,28,14144,1.4068076560064071
A*,Misplaced Titles,26,43954,1.508609581503776
IDS,N/A,30,10135,1.3599641448182633
A*,Manhattan,26,2577,1.3526851067360586
A*,Misplaced Titles,24,25607,1.526446588315493
IDS,N/A,32,24658,1.3716669759637732
A*,Manhattan,21,1130,1.3976057790955672
A*,Misplaced Titles,21,7988,1.5340177457571893
IDS,N/A,21,7589,1.5302792625709618
A*,Manhattan,21,1050,1.3927275195289133
A*,Misplaced Titles,21,8060,1.534673359982208
IDS,N/A,21,1022,1.3909361213812519
A*,Manhattan,26,4917,1.386719011210889
A*,Misplaced Titles,26,42601,1.5067965163073982
IDS,N/A,32,47990,1.4005091834532832
A*,Manhattan,21,286,1.3090909216435063
A*,Misplaced Titles,21,7315,1.5276019574897548
IDS,N/A,21,3907,1.4826551909537866
A*,Manhattan,23,1338,1.36751744277983
A*,Misplaced Titles,23,16472,1.5252351212297526
IDS,N/A,29,14957,1.3930289913949598
A*,Manhattan,21,1142,1.3983089834976261
A*,Misplaced Titles,21,7767,1.53196963538489
IDS,N/A,23,13138,1.5103113615620172
A*,Manhattan,21,336,1.3191733538384527
A*,Misplaced Titles,21,8002,1.5341456658820116
IDS,N/A,27,15476,1.4294617709561188
A*,Manhattan,19,289,1.3474756910280077
A*,Misplaced Titles,19,2329,1.5039016879095366
IDS,N/A,25,7415,1.4282507020713802
A*,Manhattan,29,9792,1.3728284012515228
A*,Misplaced Titles,29,109307,1.4919232496028072
IDS,N/A,31,4700,1.3135746832100352
A*,Manhattan,24,2416,1.3834465099191666
A*,Misplaced Titles,24,21814,1.5162842988386727
IDS,N/A,26,3034,1.3612054398450302
A*,Manhattan,24,2070,1.3745654735361252
A*,Misplaced Titles,24,27025,1.5298783693761004
IDS,N/A,32,71230,1.4179003738208944
A*,Manhattan,21,158,1.2726176919826646
A*,Misplaced Titles,21,7438,1.528815425062851
IDS,N/A,29,10961,1.3781775734908122
A*,Manhattan,20,228,1.3118879480798755
A*,Misplaced Titles,20,4332,1.5199679215712458
IDS,N/A,28,38844,1.4584932604223135
A*,Manhattan,24,1158,1.3416972304763406
A*,Misplaced Titles,24,19997,1.5107996258716436
IDS,N/A,28,1366,1.294137381563877
A*,Manhattan,25,2692,1.3715227070643614
A*,Misplaced Titles,25,36981,1.5230674824811568
IDS,N/A,29,28598,1.4245140825083136
A*,Manhattan,20,619,1.3790643522924892
A*,Misplaced Titles,20,4490,1.522692880133754
IDS,N/A,26,1349,1.3194261128709657
A*,Manhattan,25,2669,1.3710520515459934
A*,Misplaced Titles,25,35555,1.5206736734565078
IDS,N/A,35,69496,1.3751235153855421
A*,Manhattan,26,3877,1.3741023086181294
A*,Misplaced Titles,26,43471,1.5079685828211058
IDS,N/A,26,16472,1.452722126320057
A*,Manhattan,24,2072,1.3746207847076917
A*,Misplaced Titles,24,20547,1.512508593653478
IDS,N/A,36,3360,1.253008072132385
A*,Manhattan,19,416,1.3735580464751418
A*,Misplaced Titles,19,3375,1.5335523994954168
IDS,N/A,23,3127,1.418933629330498
A*,Manhattan,18,540,1.4184030397571348
A*,Misplaced Titles,18,2167,1.5322354114005516
IDS,N/A,18,1471,1.4996105317917887
A*,Manhattan,17,153,1.3443466232094408
A*,Misplaced Titles,17,1366,1.529108408327
IDS,N/A,17,2076,1.5672238081859238
A*,Manhattan,27,5021,1.371091077050491
A*,Misplaced Titles,27,63286,1.5060042905129034
IDS,N/A,31,11338,1.3514235990795622
A*,Manhattan,25,4133,1.3952454541350974
A*,Misplaced Titles,25,39885,1.52767996786607
IDS,N/A,31,60928,1.4267534552556
A*,Manhattan,19,359,1.3629460181566304
A*,Misplaced Titles,19,3233,1.5300868746618737
IDS,N/A,23,18733,1.5337887084355504
A*,Manhattan,20,513,1.3661735355181497
A*,Misplaced Titles,20,4737,1.5267754542264778
IDS,N/A,20,2979,1.491775688477816
A*,Manhattan,18,238,1.3552894360013046
A*,Misplaced Titles,18,2027,1.5265607685440117
IDS,N/A,36,60261,1.3576217500401746
A*,Manhattan,18,289,1.3699873177397457
A*,Misplaced Titles,18,2006,1.5256778086900726
IDS,N/A,22,12653,1.5362551128182564
A*,Manhattan,22,938,1.3648977851193766
A*,Misplaced Titles,20,4227,1.51810430696482
IDS,N/A,32,19353,1.3613220663430172
A*,Manhattan,23,1253,1.3636205102052639
A*,Misplaced Titles,23,17046,1.5275083264663125
IDS,N/A,25,11890,1.4554834588951888
A*,Manhattan,19,387,1.368344068493487
A*,Misplaced Titles,19,3369,1.5334087882388758
IDS,N/A,19,8593,1.610869108821418
A*,Manhattan,21,869,1.3802359109691105
A*,Misplaced Titles,21,7519,1.5296041444759734
IDS,N/A,29,36208,1.4361511702155756
A*,Manhattan,25,3225,1.3814691428675467
A*,Misplaced Titles,25,35372,1.5203598238009903
IDS,N/A,33,5687,1.29952410669783
A*,Manhattan,22,1143,1.3772161326895151
A*,Misplaced Titles,22,9839,1.5187901466515885
IDS,N/A,28,4792,1.3534649978681637
A*,Manhattan,23,1618,1.378862006475343
A*,Misplaced Titles,23,18353,1.5324226696563414
IDS,N/A,41,22094,1.2763151105527193
A*,Manhattan,24,3593,1.4065139720274848
A*,Misplaced Titles,24,26833,1.5294239425129517
IDS,N/A,34,16085,1.3295916120346853
A*,Manhattan,24,778,1.319646113966186
A*,Misplaced Titles,24,19071,1.5078178989809905
IDS,N/A,30,2902,1.3044374144440842
A*,Manhattan,25,1793,1.3494077857001943
A*,Misplaced Titles,25,35750,1.5210064013666684
IDS,N/A,39,2488,1.2220052917299373
A*,Manhattan,17,320,1.4039827226914396
A*,Misplaced Titles,17,1281,1.5233405670198723
IDS,N/A,31,1399,1.2632170847703281
A*,Manhattan,21,554,1.3509625873527493
A*,Misplaced Titles,21,7911,1.5333103454551145
IDS,N/A,21,3084,1.466048383121662
A*,Manhattan,23,1728,1.3828108268169537
A*,Misplaced Titles,23,19683,1.5370911476855973
IDS,N/A,29,19314,1.4053635893211682
A*,Manhattan,25,4092,1.3946891586211134
A*,Misplaced Titles,25,37337,1.523651265767736
IDS,N/A,25,76222,1.5677731183932366
A*,Manhattan,22,1605,1.3986318399514515
A*,Misplaced Titles,22,9192,1.5141015383828456
IDS,N/A,30,15614,1.379697272783035
A*,Manhattan,24,1497,1.356128703840558
A*,Misplaced Titles,24,20715,1.5130218705202552
IDS,N/A,34,29781,1.353899566895992
A*,Manhattan,23,2091,1.3943224461916361
A*,Misplaced Titles,23,16767,1.5264127055784786
IDS,N/A,27,23084,1.450788530574655
A*,Manhattan,11,48,1.4218052466148239
A*,Misplaced Titles,11,115,1.5393457157044974
IDS,N/A,11,651,1.802104992683288
A*,Manhattan,24,1890,1.3693650581015087
A*,Misplaced Titles,24,22418,1.518010827883189
IDS,N/A,30,50123,1.4343921569278337
A*,Manhattan,23,530,1.3135505086580255
A*,Misplaced Titles,23,17205,1.5281250640195547
IDS,N/A,23,14823,1.5182561472229377
A*,Manhattan,22,872,1.3603787527331177
A*,Misplaced Titles,22,9761,1.5182407736002121
IDS,N/A,32,28200,1.3774323694876178
A*,Manhattan,24,1194,1.3434098047028407
A*,Misplaced Titles,24,21407,1.5150948618702558
IDS,N/A,26,28275,1.4832275814682006
A*,Manhattan,18,304,1.3738439997825154
A*,Misplaced Titles,18,1873,1.5198742399802851
IDS,N/A,24,12785,1.482902271789218
A*,Manhattan,23,2049,1.3930929203109204
A*,Misplaced Titles,23,18053,1.5313249706891958
IDS,N/A,27,34742,1.4729222001962223
A*,Manhattan,21,550,1.3504964950689606
A*,Misplaced Titles,21,8843,1.5414637479688305
IDS,N/A,21,437,1.335786996088349
A*,Manhattan,24,3220,1.400105176595603
A*,Misplaced Titles,24,22770,1.5189965691101275
IDS,N/A,30,49866,1.434146391217436
A*,Manhattan,20,241,1.3155302899681667
A*,Misplaced Titles,20,4562,1.5239045440152847
IDS,N/A,22,33689,1.6061825915564854
A*,Manhattan,26,4745,1.3848211910198025
A*,Misplaced Titles,26,43135,1.5075186189814285
IDS,N/A,26,7156,1.4068783654101806
A*,Manhattan,24,2004,1.3727108663129477
A*,Misplaced Titles,24,19762,1.5100556546495958
IDS,N/A,28,2372,1.3198962961696976
A*,Manhattan,18,624,1.4298419438028442
A*,Misplaced Titles,18,2498,1.5443834366856082
IDS,N/A,22,7483,1.5000106828812736
A*,Manhattan,26,6987,1.4055857199005823
A*,Misplaced Titles,26,50023,1.516132988823233
IDS,N/A,32,47940,1.4004635614340002
A*,Manhattan,23,596,1.3202703823577941
A*,Misplaced Titles,23,17747,1.530187193794847
IDS,N/A,23,4316,1.4389543584315982
A*,Manhattan,25,1369,1.3349227606822092
A*,Misplaced Titles,25,34986,1.5196926803226805
IDS,N/A,29,43616,1.445399124703939
A*,Manhattan,19,279,1.344980570822429
A*,Misplaced Titles,19,3121,1.5272502269866424
IDS,N/A,21,7877,1.532995897552957
A*,Manhattan,24,2608,1.3878615673798522
A*,Misplaced Titles,24,21381,1.5150181435654537
IDS,N/A,34,45621,1.3709899109320978
A*,Manhattan,26,4438,1.381263178256234
A*,Misplaced Titles,26,42660,1.5068767255606186
IDS,N/A,32,19585,1.361829105209791
A*,Manhattan,17,337,1.4082641116367098
A*,Misplaced Titles,17,1648,1.5460829003486485
IDS,N/A,19,8652,1.6114493457430357
A*,Manhattan,24,1616,1.3604577422390893
A*,Misplaced Titles,24,25840,1.5270227988032352
IDS,N/A,36,25930,1.3261896232711423
A*,Manhattan,15,103,1.3620377617301065
A*,Misplaced Titles,15,485,1.5102521033152403
IDS,N/A,23,15182,1.5198366479571137
A*,Manhattan,22,2075,1.415055748790319
A*,Misplaced Titles,22,10188,1.521198402776522
IDS,N/A,26,5372,1.3914473223428279
A*,Manhattan,20,1147,1.4222572978790864
A*,Misplaced Titles,20,6973,1.5565783413348244
IDS,N/A,20,16014,1.6226505122476333
A*,Manhattan,25,2625,1.3701407160367123
A*,Misplaced Titles,23,17976,1.531040414295646
IDS,N/A,31,25973,1.3880462565991178
A*,Manhattan,22,654,1.3427056201471022
A*,Misplaced Titles,22,10017,1.5200284354401647
IDS,N/A,40,106899,1.3357474109250527
A*,Manhattan,26,5282,1.3905434180171574
A*,Misplaced Titles,26,43073,1.5074352217729294
IDS,N/A,36,62221,1.358829342069267
A*,Manhattan,24,2192,1.3778492037137073
A*,Misplaced Titles,24,20055,1.5109819549417547
IDS,N/A,26,32812,1.4917414780123877
A*,Manhattan,26,2115,1.3424451578811472
A*,Misplaced Titles,26,42374,1.5064869153099665
IDS,N/A,34,25869,1.3483034211669647
A*,Manhattan,17,70,1.2839117659850987
A*,Misplaced Titles,17,1031,1.504009258479709
IDS,N/A,35,93780,1.3869483627926922
A*,Manhattan,24,1061,1.3368155058245599
A*,Misplaced Titles,24,19564,1.5094222085197886
IDS,N/A,30,11856,1.3670926226407278
A*,Manhattan,28,10858,1.3935864749394533
A*,Misplaced Titles,26,50632,1.5168387897957103
IDS,N/A,32,57911,1.408757636517507
A*,Manhattan,24,1249,1.3459329798859327
A*,Misplaced Titles,24,20298,1.5117403975141974
IDS,N/A,36,73337,1.3650478177160117
A*,Manhattan,21,529,1.3479952607976073
A*,Misplaced Titles,21,7819,1.5324564909527052
IDS,N/A,37,84850,1.3589604158231796
A*,Manhattan,18,655,1.4336985631763466
A*,Misplaced Titles,18,2423,1.5417701536141601
IDS,N/A,18,4214,1.5899077210376336
A*,Manhattan,25,6800,1.4233128048502397
A*,Misplaced Titles,25,39083,1.5264392183614333
IDS,N/A,25,12982,1.4606079635924674
A*,Manhattan,24,2047,1.3739256877573387
A*,Misplaced Titles,24,20867,1.513482837967248
IDS,N/A,24,5697,1.433789049454128
A*,Manhattan,20,461,1.3588923265926431
A*,Misplaced Titles,20,4321,1.519774710043945
IDS,N/A,26,51520,1.5178534446111198
A*,Manhattan,26,1919,1.3374332450613844
A*,Misplaced Titles,26,48583,1.5144306733596609
IDS,N/A,34,18461,1.3349902527606359
A*,Manhattan,18,441,1.4025335376029113
A*,Misplaced Titles,18,1934,1.5225827843969482
IDS,N/A,26,13360,1.441069291853785
A*,Manhattan,18,440,1.4023566621204666
A*,Misplaced Titles,18,2538,1.5457470388659462
IDS,N/A,20,1799,1.4546267110057323
A*,Manhattan,18,243,1.356855757661347
A*,Misplaced Titles,18,2425,1.5418408267704393
IDS,N/A,20,5508,1.5383306623362871
A*,Manhattan,26,4358,1.3802971320300945
A*,Misplaced Titles,26,44091,1.5087901640285661
IDS,N/A,34,28571,1.3522488806637047
A*,Manhattan,23,2304,1.4002155301252184
A*,Misplaced Titles,23,17977,1.5310441172998488
IDS,N/A,25,17470,1.4780588161097352
A*,Manhattan,24,2802,1.3920168920806948
A*,Misplaced Titles,24,20177,1.5113638310127726
IDS,N/A,28,34388,1.452160210384514
A*,Manhattan,20,1010,1.4132404802648861
A*,Misplaced Titles,20,5439,1.5373613303229414
IDS,N/A,28,23971,1.4335649117737732
A*,Manhattan,24,1665,1.3621520654007278
A*,Misplaced Titles,24,21195,1.5144666907147424
IDS,N/A,32,4246,1.298297959965486
A*,Manhattan,20,1008,1.4131004236827742
A*,Misplaced Titles,20,4778,1.5274334854383262
IDS,N/A,24,15278,1.4939501437515261
A*,Manhattan,23,2364,1.401781502553853
A*,Misplaced Titles,23,17210,1.5281443697409933
IDS,N/A,23,12864,1.5089280195528239
A*,Manhattan,23,735,1.3323587814215507
A*,Misplaced Titles,23,17785,1.5303295023552983
IDS,N/A,25,21732,1.4910217814687616
A*,Manhattan,19,802,1.4218418159111597
A*,Misplaced Titles,19,3898,1.5452248206394086
IDS,N/A,23,20088,1.5384528983995776
A*,Manhattan,18,322,1.3782415109836748
A*,Misplaced Titles,18,2058,1.5278485218432174
IDS,N/A,22,10129,1.520796862140813
A*,Manhattan,24,2373,1.3824117158212204
A*,Misplaced Titles,24,20538,1.5124809833064055
IDS,N/A,32,21017,1.3648355784479487
A*,Manhattan,18,303,1.373592540966968
A*,Misplaced Titles,18,2043,1.5272277200420474
IDS,N/A,20,1374,1.4351567456135752
A*,Manhattan,18,383,1.3915891789495674
A*,Misplaced Titles,18,2005,1.5256355455606607
IDS,N/A,26,25386,1.4770917488443482
A*,Manhattan,23,1923,1.389254166699043
A*,Misplaced Titles,23,17135,1.5278542189592335
IDS,N/A,35,62567,1.3710031039959532
A*,Manhattan,23,1212,1.36164950117982
A*,Misplaced Titles,23,17633,1.5297585126245827
IDS,N/A,27,17462,1.4358682484421792
A*,Manhattan,28,9927,1.3891319518898293
A*,Misplaced Titles,28,86437,1.500758124207186
IDS,N/A,32,67234,1.4153444775051862
A*,Manhattan,20,424,1.3532196416202211
A*,Misplaced Titles,20,3917,1.512333869712048
IDS,N/A,32,56779,1.4078888414896291
A*,Manhattan,23,581,1.3188079940105202
A*,Misplaced Titles,23,17046,1.5275083264663125
IDS,N/A,33,43823,1.382476123887474
A*,Manhattan,24,2444,1.3841108828865376
A*,Misplaced Titles,24,20041,1.5109379907880607
IDS,N/A,26,9266,1.4209303174528718
A*,Manhattan,24,1243,1.3456629556957573
A*,Misplaced Titles,24,31163,1.5389870632246745
IDS,N/A,32,28423,1.3777714618329893
A*,Manhattan,18,479,1.4089887597405353
A*,Misplaced Titles,18,1992,1.5250843057769294
IDS,N/A,26,11726,1.4338567495027033
A*,Manhattan,29,15843,1.395796098549451
A*,Misplaced Titles,29,107542,1.4910860028577848
IDS,N/A,35,89432,1.3850684187736202
A*,Manhattan,19,281,1.3454862998220725
A*,Misplaced Titles,19,3678,1.540507350888452
IDS,N/A,25,8489,1.4359994095793678
A*,Manhattan,20,623,1.3795085684655315
A*,Misplaced Titles,20,6682,1.5532641675439227
IDS,N/A,24,12933,1.4836135913352122
A*,Manhattan,26,3465,1.3681774628089787
A*,Misplaced Titles,26,45523,1.5106460726312927
IDS,N/A,32,44541,1.3972488114176829
A*,Manhattan,24,1574,1.358965809401264
A*,Misplaced Titles,24,21304,1.5147904137701202
IDS,N/A,38,78330,1.3452022414155302
A*,Manhattan,21,628,1.3590523113706778
A*,Misplaced Titles,21,8129,1.5352964438406018
IDS,N/A,21,9574,1.5473048160280498
A*,Manhattan,20,1018,1.4137980844448184
A*,Misplaced Titles,20,4804,1.5278479996998768
IDS,N/A,22,14994,1.5481549728564117
A*,Manhattan,21,729,1.3687381066422017
A*,Misplaced Titles,21,7869,1.5329217219707627
IDS,N/A,27,27936,1.4610758048091335
A*,Manhattan,22,1534,1.3957583787976593
A*,Misplaced Titles,22,9398,1.5156276514161038
IDS,N/A,22,18155,1.5616752905941746
A*,Manhattan,26,3526,1.3690961050140318
A*,Misplaced Titles,24,20044,1.5109474141553132
IDS,N/A,36,11841,1.297626413878738
A*,Manhattan,19,618,1.4024717766381034
A*,Misplaced Titles,19,2612,1.5130061498859335
IDS,N/A,19,11553,1.636161015900892
A*,Manhattan,20,639,1.381258752228505
A*,Misplaced Titles,20,4043,1.51472986098592
IDS,N/A,22,22063,1.5755757882120383
A*,Manhattan,19,1046,1.441858759695795
A*,Misplaced Titles,19,3965,1.546611448415603
IDS,N/A,23,13579,1.5124809169389921
A*,Manhattan,27,7913,1.3943859757412067
A*,Misplaced Titles,27,72731,1.513783221774587
IDS,N/A,33,40022,1.3786803940833678
A*,Manhattan,26,4018,1.3759915491676764
A*,Misplaced Titles,26,47763,1.5134394887841127
IDS,N/A,32,61290,1.4112564039611533
A*,Manhattan,20,227,1.3115996522761486
A*,Misplaced Titles,20,3788,1.5098037458062339
IDS,N/A,20,1894,1.4583742876210544
A*,Manhattan,13,90,1.4135993828035327
A*,Misplaced Titles,13,241,1.5248674014685952
IDS,N/A,13,722,1.6591569734792513
A*,Manhattan,26,4319,1.3798199851458577
A*,Misplaced Titles,26,47323,1.5129008673713116
IDS,N/A,32,40177,1.392753623512303
A*,Manhattan,21,597,1.3557800961681745
A*,Misplaced Titles,21,7479,1.5292156701967707
